city,year,sport,discipline,event,athlete,gender,country_code,country,medal,decade,continent,repeat_medalist,sport_group
Barcelona,1992,Wrestling,Wrestling Free.,74 - 82Kg (Middleweight),"Khadem Azghadi, Rasul",Men,Iri,Iran,Bronze,1990,Asia,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,- 48Kg (Light-Flyweight),"Kim, Jong-Shin",Men,Kor,"Korea, South",Silver,1990,Asia,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,82 - 90Kg (Light-Heavyweight),"Khadartsev, Makharbek",Men,Eun,Unified Team,Gold,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,100 - 130Kg (Super Heavyweight),"Gobedjichvili, David",Men,Eun,Unified Team,Bronze,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,68 - 74Kg (Welterweight),"Khadem Azghadi, Amir Reza",Men,Iri,Iran,Bronze,1990,Asia,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,48 - 52Kg (Flyweight),"Jones, Larry Lee",Men,Usa,United States,Silver,1990,North America,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Free.,62 - 68Kg (Lightweight),"Akaishi, Kosei",Men,Jpn,Japan,Bronze,1990,Asia,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Iskandarian, Mnatsakan",Men,Eun,Unified Team,Gold,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Koslowski, Dennis Marvin",Men,Usa,United States,Silver,1990,North America,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Bullmann, Maik",Men,Ger,Germany,Gold,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Grigoras, Ioan",Men,Rou,Romania,Bronze,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Min, Kyung-Kap",Men,Kor,"Korea, South",Bronze,1990,Asia,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Ter-Mkrtchyan, Alfred",Men,Eun,Unified Team,Silver,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Maenza, Vincenzo",Men,Ita,Italy,Silver,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Dougoutchiev, Islam",Men,Eun,Unified Team,Silver,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"Sheng, Zetian",Men,Chn,China,Bronze,1990,Asia,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Farkas, Peter",Men,Hun,Hungary,Gold,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Kornbakk, Torbjoern",Men,Swe,Sweden,Bronze,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Tourlykhanov, Daoulet",Men,Eun,Unified Team,Bronze,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Milian Perez, Hector",Men,Cub,Cuba,Gold,1990,North America,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Basar, Hakki",Men,Tur,Turkey,Silver,1990,Asia,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"Martynov, Serguei",Men,Eun,Unified Team,Silver,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Koutcherenko, Oleg",Men,Eun,Unified Team,Gold,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Johansson, Tomas",Men,Swe,Sweden,Silver,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"An, Han-Bong",Men,Kor,"Korea, South",Gold,1990,Asia,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Stepien, Piotr",Men,Pol,Poland,Silver,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Tracz, Jozef",Men,Pol,Poland,Silver,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Demiachkievitch, Serguei",Men,Eun,Unified Team,Bronze,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Smith, Rodney",Men,Usa,United States,Bronze,1990,North America,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"Yildiz, Rifat",Men,Ger,Germany,Silver,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"Pirim, Akif",Men,Tur,Turkey,Gold,1990,Asia,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Sanchez Amita, Wilber",Men,Cub,Cuba,Bronze,1990,North America,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"Maren, Juan Luis",Men,Cub,Cuba,Bronze,1990,North America,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Kogouachvili, Gogui",Men,Eun,Unified Team,Bronze,1990,Europe,No,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Karelin, Aleksandr",Men,Eun,Unified Team,Gold,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Rönningen, Jon",Men,Nor,Norway,Gold,1990,Europe,Yes,Combat Sports
Barcelona,1992,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Repka, Attila",Men,Hun,Hungary,Gold,1990,Europe,No,Combat Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Yu, Zhuocheng",Men,Chn,China,Silver,1990,Asia,No,Water Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Xiong, Ni",Men,Chn,China,Gold,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Hempel, Jan",Men,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Clark, Mary Ellen",Women,Usa,United States,Bronze,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Lashko, Irina",Women,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Sautin, Dmitry",Men,Rus,Russia,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Pelletier, Annie",Women,Can,Canada,Bronze,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Fu, Mingxia",Women,Chn,China,Gold,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Fu, Mingxia",Women,Chn,China,Gold,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,3M Springboard,"Lenzi, Mark Edward",Men,Usa,United States,Bronze,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Walter, Annika",Women,Ger,Germany,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Diving,10M Platform,"Xiao, Hailiang",Men,Chn,China,Bronze,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Stevenson, Nicole Dawn",Women,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Heilmann, Aimo",Men,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Breaststroke,"Linn, Jeremy",Men,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Individual Medley,"Smith, Michelle Marie",Women,Irl,Ireland,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Breaststroke,"Heyns, Penelope",Women,Rsa,South Africa,Gold,1990,Africa,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Freestyle,"Le, Jingyi",Women,Chn,China,Gold,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Popov, Alexander",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Botsford, Beth",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Freestyle,"Loader, Danyon Joseph",Men,Nzl,New Zealand,Gold,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Shan, Ying",Women,Chn,China,Bronze,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Backstroke,"Falcon Cabrera, Rodolfo",Men,Cub,Cuba,Silver,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Rogers, Philip John",Men,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,50M Freestyle,"Scherer, Fernando",Men,Bra,Brazil,Bronze,1990,South America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"Goodman, Scott",Men,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Pyshnenko, Vladimir",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Tucker, Scott",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Fox, David",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Beard, Amanda",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Stevenson, Nicole Dawn",Women,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,50M Freestyle,"Popov, Alexander",Men,Rus,Russia,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"O'Neill, Susan",Women,Aus,Australia,Gold,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Selkov, Vladimir",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Haenen, Toby Christian",Men,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Freestyle,"Van Almsick, Franziska",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Zesner, Steffen",Men,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Individual Medley,"Namesnik, Eric",Men,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Backstroke,"Hedgepeth, Whitney L.",Women,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Olsen, Jon",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Freitag, Meike",Women,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,800M Freestyle,"Vlieghuis, Kirsten",Women,Ned,Netherlands,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,1500M Freestyle,"Smith, Graeme",Men,Gbr,United Kingdom,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Ivanovskiy, Roman",Men,Rus,Russia,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Miller, Scott",Men,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Osygus, Simone",Women,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Schumacher, Bradley",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Keller, Christian",Men,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"Malchow, Tom",Men,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Individual Medley,"Limpert, Marianne Luise",Women,Can,Canada,Silver,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Zikarsky, Björn",Men,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Backstroke,"Rund, Cathleen",Women,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Pankratov, Denis",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Butterfly,"Miller, Scott",Men,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Valerio, Melanie",Women,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Dewick, Steven",Men,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Quance, Kristine",Women,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Nian, Yun",Women,Chn,China,Silver,1990,Asia,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Klim, Michael",Men,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Individual Medley,"Myden, Curtis Allen",Men,Can,Canada,Bronze,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Ushkov, Konstantin",Men,Rus,Russia,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Van Dyken, Amy",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Jackson, Trina",Women,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Breaststroke,"Riley, Samantha Linette",Women,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Taormina, Sheila",Women,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,50M Freestyle,"Van Dyken, Amy",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Schumacher, Bradley",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Han, Xue",Women,Chn,China,Bronze,1990,Asia,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Lopukhov, Stanislav",Men,Rus,Russia,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Popov, Alexander",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Lampe, Oliver",Men,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Buschschulte, Antje",Women,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Mackie, Lise Maree",Women,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Backstroke,"Schwenk, Tripp",Men,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,800M Freestyle,"Bennett, Brooke",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Freestyle,"Hase, Dagmar",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Greville, Julia",Women,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Freestyle,"Voelker, Sandra",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Yegorov, Roman",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Butterfly,"Pankratov, Denis",Men,Rus,Russia,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Individual Medley,"Dolan, Tom",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Berube, Ryan",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Osygus, Simone",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Individual Medley,"Myden, Curtis Allen",Men,Can,Canada,Bronze,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Jacob, Lisa",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Freestyle,"Palmer, Paul Rory",Men,Gbr,United Kingdom,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Freestyle,"Popov, Alexander",Men,Rus,Russia,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Butterfly,"Kulikov, Vladislav",Men,Rus,Russia,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Grote, Kurt",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Scholz, Anke",Women,Ger,Germany,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,50M Freestyle,"Le, Jingyi",Women,Chn,China,Silver,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Rouse, Jeff Norman",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Individual Medley,"Lin, Li",Women,Chn,China,Bronze,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Backstroke,"Merisi, Emanuele",Men,Ita,Italy,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Luderitz, Alexander",Men,Ger,Germany,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"Thomas, Petria",Women,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Martino, Angel",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Breaststroke,"Guttler, Karoly",Men,Hun,Hungary,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Breaststroke,"Beard, Amanda",Women,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Freestyle,"Borges, Gustavo",Men,Bra,Brazil,Silver,1990,South America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Schwenk, Tripp",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,50M Freestyle,"Hall, Gary Jr.",Men,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Individual Medley,"Wagner, Allison",Women,Usa,United States,Silver,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,800M Freestyle,"Hase, Dagmar",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Individual Medley,"Czene, Attila",Men,Hun,Hungary,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Lyrbring, Anders",Men,Swe,Sweden,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"O'Neill, Susan",Women,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Hargis, John",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Kennedy, Angela",Women,Aus,Australia,Silver,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Olsen, Jon",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Fox, Catherine",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,1500M Freestyle,"Perkins, Kieren John",Men,Aus,Australia,Gold,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Pimankov, Denis",Men,Rus,Russia,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Breaststroke,"Beard, Amanda",Women,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Freestyle,"Vlieghuis, Kirsten",Women,Ned,Netherlands,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Riley, Samantha Linette",Women,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Hudepohl, Joseph",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Individual Medley,"Egerszegi, Krisztina",Women,Hun,Hungary,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"Pankratov, Denis",Men,Rus,Russia,Gold,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Hall, Gary Jr.",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Tröger, Christian",Men,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Linn, Jeremy",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,100M Freestyle,"Martino, Angel",Women,Usa,United States,Bronze,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Thompson, Jenny",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Freestyle,"Poll Ahrens, Claudia",Women,Crc,Costa Rica,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Wallin, Christer",Men,Swe,Sweden,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Holmertz, Anders",Men,Swe,Sweden,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Le, Jingyi",Women,Chn,China,Silver,1990,Asia,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Van Almsick, Franziska",Women,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Freestyle,"Kowalski, Daniel",Men,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Backstroke,"Hedgepeth, Whitney L.",Women,Usa,United States,Silver,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Jacob, Lisa",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Butterfly,"Smith, Michelle Marie",Women,Irl,Ireland,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Kulikov, Vladislav",Men,Rus,Russia,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Predkin, Vladimir",Men,Rus,Russia,Silver,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Johnson, Emma",Women,Aus,Australia,Bronze,1990,Oceania,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Freitag, Meike",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Pinger, Mark",Men,Ger,Germany,Bronze,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Van Dyken, Amy",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Medley Relay,"Henderson, Mark",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,1500M Freestyle,"Kowalski, Daniel",Men,Aus,Australia,Silver,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Breaststroke,"Korneyev, Andrey",Men,Rus,Russia,Bronze,1990,Europe,No,Water Sports
Atlanta,1996,Aquatics,Swimming,200M Backstroke,"Bridgewater, Brad",Men,Usa,United States,Gold,1990,North America,No,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Davis, Josh",Men,Usa,United States,Gold,1990,North America,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,400M Freestyle,"Kowalski, Daniel",Men,Aus,Australia,Bronze,1990,Oceania,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X200M Freestyle Relay,"Hase, Dagmar",Women,Ger,Germany,Silver,1990,Europe,Yes,Water Sports
Atlanta,1996,Aquatics,Swimming,4X100M Freestyle Relay,"Martino, Angel",Women,Usa,United States,Gold,1990,North America,Yes,Water Sports
